Max_1,Max_2,Max_3,Max_4,Max_5,Max_6,Max_7,Max_8,Max_9,Max_10,Max_11,Max_12,Max_13,Max_14,Max_15,Max_16,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Time_11,Time_12,Time_13,Time_14,Time_15,Time_16,Min_1,Min_2,Min_3,Min_4,Min_5,Min_6,Min_7,Min_8,Min_9,Min_10,Min_11,Min_12,Min_13,Min_14,Min_15,Min_16,RMS_1,RMS_2,RMS_3,RMS_4,RMS_5,RMS_6,RMS_7,RMS_8,RMS_9,RMS_10,RMS_11,RMS_12,RMS_13,RMS_14,RMS_15,RMS_16,Kurtosis_1,Kurtosis_2,Kurtosis_3,Kurtosis_4,Kurtosis_5,Kurtosis_6,Kurtosis_7,Kurtosis_8,Kurtosis_9,Kurtosis_10,Kurtosis_11,Kurtosis_12,Kurtosis_13,Kurtosis_14,Kurtosis_15,Kurtosis_16,Skew_1,Skew_2,Skew_3,Skew_4,Skew_5,Skew_6,Skew_7,Skew_8,Skew_9,Skew_10,Skew_11,Skew_12,Skew_13,Skew_14,Skew_15,Skew_16,Entropy_1,Entropy_2,Entropy_3,Entropy_4,Entropy_5,Entropy_6,Entropy_7,Entropy_8,Entropy_9,Entropy_10,Entropy_11,Entropy_12,Entropy_13,Entropy_14,Entropy_15,Entropy_16
6.9868,4.5945,5.8461,5.191,6.3827,7.2354,4.513,4.7193,3.9448,4.5625,5.5413,4.5689,4.7434,4.9244,4.0704,3.8628,117,22,59,58,13,59,60,83,130,147,159,61,62,157,197,1,-4.6455,-4.7204,-4.4557,-5.162000000000001,-4.0149,-4.8154,-4.6651,-4.9353,-5.702999999999999,-4.1456,-6.6887,-4.6277,-4.6075,-6.3601,-4.4715,-4.5773,1.8388,1.8475,1.8906,1.7945,1.746,1.8795,1.6717,1.8558,1.8571,1.8047,1.839,1.7368,1.875,1.8884,1.7644,1.7232,3.6499,2.4294,2.9426,2.7965,3.3625,3.9445,3.0331,2.9354,3.1373,2.7031,3.7475,2.8275,2.5744,3.5731,2.7863,2.5784,0.37178,0.12709,0.18669000000000002,0.062734,0.21873,0.1879,0.09396900000000001,-0.07553,-0.34586,0.041922,-0.3145,-0.19345,0.048277,-0.31359000000000004,-0.30504000000000003,-0.034372,6.9123,7.0399,7.0774,6.9861,7.0069,6.7967,6.9386,6.9923,7.0574,7.0312,6.8097,6.9586,6.8948,6.9643,7.0437,7.1207
5.7911,4.9281,4.7802,5.9521,5.7923,5.0315,5.5,6.2513,4.1085,4.0588,5.7862,6.394,4.8678,4.0082,5.4123,6.4269,58,88,59,159,58,58,58,58,65,142,63,199,61,33,122,176,-4.7951,-5.6281,-5.6517,-4.7799,-4.4698,-5.3787,-4.8735,-4.2176,-4.6553,-7.3138,-4.2747,-4.5716,-5.8654,-7.0885,-3.9989999999999997,-4.9704,1.7656,1.9951,1.8789,1.7605,1.8472,1.6216,1.7402,1.7445,1.7718,1.8032,1.7941,1.8021,1.9447,1.7043,1.6502,1.7776,3.0309,2.7104,2.9389999999999996,3.2462,3.2447,3.4111,3.1326,3.6012,2.4413,5.0186,2.9211,3.6219,3.202,3.7522,3.2735,3.7749,-0.14498,0.045855,-0.0084212,0.17035,0.2681,0.14845999999999998,0.30217,0.249,0.082205,-0.9044,0.066773,0.2194,-0.21455,-0.34448,-0.031507,0.040115,6.8149,7.0332,7.0669,6.8943,6.9794,6.9654,6.89,6.9123,7.0161,6.853,6.9774,6.9599,7.0437,6.8343,7.0018,6.8794
4.977,3.4329,6.1366,6.7954,6.8173,7.4309,5.9693,4.1139,3.4913,4.6966,4.0271,5.8407,6.2839,4.3192,5.3634,4.4107,133,29,14,58,58,59,59,57,65,60,64,60,163,145,60,181,-4.162,-4.5431,-4.9831,-4.9391,-4.8672,-3.9134,-6.5477,-5.0695,-4.5733,-4.9805,-5.0599,-5.2805,-3.5066,-3.7697,-5.1531,-5.172999999999999,1.7519999999999998,1.7581,2.0107,1.9378,1.8046,1.8041,1.8401,1.8686,1.6998,1.7608,1.8231,1.7206,1.7929,1.7054,1.9269999999999998,1.7376,2.8391,2.6283,2.9673,3.6418,3.5781,3.4127,3.7614,2.6122,2.3776,3.0543,2.7487,3.6839,2.7942,2.315,2.842,2.8823,0.19873,-0.16988,0.28906,0.23665,0.12711,0.28924,-0.14947,-0.084918,-0.096756,-0.12547,-0.18589,-0.08035199999999999,0.36587,0.042636,-0.13022999999999998,-0.19885999999999998,7.0937,7.1532,6.9874,6.8656,6.8623,6.8618,6.8123,6.9774,7.1312,6.8225,7.0637,6.9276,6.9637,7.185,6.8705,6.9510000000000005
6.6197,5.4951,5.7412,4.8018,4.669,6.2967,6.0784,4.3066,6.879,7.41,5.2852,3.9226,6.2777,6.4581,5.0473,4.486000000000001,59,59,57,20,129,58,59,68,62,60,61,110,63,60,62,62,-5.3637,-4.284,-4.5301,-4.3139,-6.3147,-4.7875,-5.6433,-4.8464,-5.6158,-5.1078,-6.3584,-4.5041,-4.6382,-5.4584,-4.8489,-4.0844,1.9763,1.9012,1.7457,1.6643,1.724,1.8582,1.9833,1.838,1.8361,1.8866,1.7812,1.6518,1.9284,1.9707,1.8189,1.7065,3.3186,2.7169,3.5579,2.8807,3.4934,3.3680000000000003,3.2041,2.7276,3.6561,4.1442,3.1925,2.6069999999999998,2.77,3.1026,3.0154,2.7277,0.28039000000000003,0.15674000000000002,0.28831,0.17572000000000002,-0.23581999999999997,0.28379,-0.077361,0.14922,0.25288,0.34406,-0.20326,0.14123,0.19195,0.055515999999999996,-0.025578999999999998,0.17221,6.9399,6.9499,6.9548,6.9899,6.8185,6.8376,6.891,7.0123,6.8948,6.9186,6.8225,6.9961,6.9474,6.8886,7.0061,7.0374
4.4825,6.0504,6.1928,5.6446,5.9941,5.5141,7.2399,4.2183,6.1631,7.8954,5.8549,4.5172,6.5137,5.1406,4.7233,4.7957,188,58,58,58,59,32,58,58,64,61,63,164,65,28,171,64,-4.56,-4.4528,-4.9016,-5.4996,-4.8536,-4.1908,-4.2949,-4.1507,-5.0261,-5.3252,-5.2151,-4.624,-4.8795,-4.9697,-5.8322,-6.6868,1.8253,1.8193,1.8398,1.8683,1.9801,1.704,1.8057,1.7094,1.8432,1.8713,1.9047,1.8643,1.9378,1.8765,1.8707,1.8938,2.7409,3.5933,3.4437,3.4483,3.0327,3.5009,3.6205,2.6626,3.3176,4.2552,2.9858,2.833,3.2573,2.8001,3.477,3.3157,-0.08139600000000001,0.29567,0.31427,0.09398300000000001,0.22218000000000002,0.46043,0.1377,-0.09711,0.15705999999999998,0.26127,0.022719,0.0033161,0.17883,-0.2553,-0.29044000000000003,-0.13918,7.0261,6.8786,6.8976,6.8372,7.0737,6.8667,6.8148,7.0137,6.9148,6.7649,6.8786,6.9886,6.9561,6.9661,6.9262,6.7844
4.4425,4.405,6.3205,4.5358,8.2364,6.5951,6.3175,6.3412,5.4504,4.6382,5.6326,6.1763,5.0327,5.5816,4.6423,4.938,60,152,58,91,58,181,57,58,61,106,63,60,105,138,11,65,-4.3431,-5.1026,-4.8157,-5.5644,-5.4447,-6.7663,-4.5817,-4.5246,-6.0002,-6.5264,-4.5455,-5.9472,-4.8605,-5.7839,-4.1506,-5.0837,1.6868,1.7011,1.8491,1.8235,1.8182,1.8875,1.8967,1.8546,2.0304,1.8471,1.9072,1.7834,1.7843,1.962,1.7703,1.7712,2.9079,3.1375,3.2066,3.0589999999999997,4.7781,4.0834,3.0051,3.3464,3.1828,3.7201,2.7857,3.5946,3.2691,2.8722,2.608,2.9131,0.13243,-0.11679,0.05998099999999999,-0.1148,0.43275,0.19689,0.14145,0.31851999999999997,-0.18213,-0.25558000000000003,0.12262,0.1633,0.14039000000000001,0.0024156,0.063484,-0.23254,6.9432,6.9874,7.0937,6.9786,6.7874,6.7659,6.9961,6.8899,6.9999,6.901,7.0274,6.8548,6.9656,6.91,7.0156,6.8797
6.6824,5.7201,7.9319,6.9949,5.2546,5.6388,4.1533,4.5225,4.8706,5.0207,5.4653,5.4083,4.1064,4.7037,4.263999999999999,4.5103,58,57,59,58,59,185,82,120,119,134,61,63,60,140,160,112,-5.105,-4.7414,-5.0731,-4.7989999999999995,-5.4332,-4.8509,-4.2214,-4.9406,-5.4312,-5.3087,-6.4663,-5.4546,-3.7625,-5.0085,-4.2982,-5.3816,1.841,1.7488,1.7789,1.9221,1.8681,1.7746,1.6838,1.9302,1.7937,1.9365,1.7508,1.9518,1.6334,1.7302,1.7518,1.9251,3.6691,3.1889,4.8608,3.6441,2.8551,3.2942,2.6268,2.688,3.3458,2.9635,3.2755,3.113,2.5154,3.2422,2.6335,2.7792,0.10375999999999999,0.24117,0.40812,0.42933000000000004,-0.01339,0.21545,-0.13321,-0.19515,-0.12935,-0.19832,-0.018014,-0.0075209000000000005,-0.032365,-0.18132,0.0010677,-0.13545,6.9435,6.9861,6.7686,6.8167,6.9812,6.9761,6.9448,7.0137,6.9437,6.9994,6.9286,6.8125,7.0418,6.9261,7.0974,6.9781
5.437,4.7612,6.3143,5.9182,4.8004,5.8601,4.0016,6.9475,5.0103,4.0474,6.3358,4.0752,5.2542,5.6601,7.1119,4.4546,148,58,58,58,58,90,149,58,174,83,59,61,60,172,16,63,-4.1739999999999995,-6.2339,-5.4534,-5.0179,-5.4079999999999995,-6.2486,-4.2519,-5.7529,-4.7221,-5.0807,-5.0137,-5.3167,-4.2709,-6.4394,-5.0878,-6.1102,1.7849,1.8608,1.8815,1.9339,1.8328,1.9975,1.6562,1.8487,1.8011,1.6798,1.7747,1.8203,1.8495,2.072,1.9473,1.8061,2.8184,3.1889999999999996,3.5460000000000003,3.1398,2.9549,3.1916,2.8078,3.7696,2.8232,3.2460000000000004,3.3295,2.6433,2.5651,3.2626,3.5573,3.1483,0.15921,-0.01384,0.011395,0.087164,-0.074464,0.010798,-0.13881,0.13427,0.040987,-0.19597,0.14356,-0.16085,-0.009227200000000001,-0.060519,0.24388,-0.11105999999999999,6.9299,6.8399,6.8776,7.0186,6.9181,6.7562,7.1088,6.8749,6.9348,6.9818,6.8848,6.9861,7.0137,6.8874,6.8735,6.8635
8.8439,4.8536,7.9205,6.0666,4.6153,8.2921,4.2248,4.9887,4.3438,6.5252,4.2466,4.421,4.3285,4.6993,4.7239,4.7136,58,59,58,71,119,57,29,106,28,60,150,60,38,63,81,65,-4.2158,-5.0428,-4.7176,-5.1203,-3.4024,-5.3506,-4.6529,-4.2175,-4.5899,-4.9664,-4.7365,-6.7159,-4.6058,-7.0274,-5.6196,-4.0296,1.8622,1.7833,1.9375,1.8068,1.6475,1.9727,1.7545,1.7186,1.8616,1.8424,1.8746,1.8321,1.8516,1.8187,1.8636,1.7449,5.1823,2.8678,3.4716,3.38,2.8524,5.05,2.6956,2.8637,2.705,3.9664,2.5696,3.2212,2.7369,3.7205,2.7361,2.843,0.8145600000000001,0.055452,0.37882,0.065262,0.33431,0.69209,0.11115,0.22127,0.079838,0.06976,-0.041651,-0.014066,-0.048149000000000004,-0.231,-0.11356,0.30280999999999997,6.9035,7.0012,6.7986,6.9018,7.0737,6.7997,7.0674,7.0599,7.0974,6.9138,7.1788,6.8086,7.0599,6.8605,6.9337,6.9537
5.3237,5.1156,7.1849,5.2504,5.0831,4.8551,4.988,4.5205,6.4878,5.2832,5.0122,4.0812,5.2771,5.8256,4.3684,5.8539,199,58,59,58,58,80,59,136,64,60,60,97,37,61,44,186,-6.0103,-5.0862,-6.6232,-5.0604,-4.9147,-4.9627,-4.6369,-4.984,-4.2532,-4.861000000000001,-5.785,-3.7333,-4.9162,-6.4376,-5.5011,-4.8807,1.7104,1.9194,1.8115,1.7885,1.7927,1.8748,1.7329,1.6503,1.9578,1.7573,1.6348,1.5759,1.7154,1.91,1.7822,1.9207,3.7753,3.3105,4.1725,2.9263,2.7317,2.9416,2.7196,2.9322,3.136,2.9847,3.3942,3.1142,3.345,3.5582,3.0212,2.9902,0.27197,-0.17042000000000002,0.29852,0.090472,-0.045729,0.007575,0.12704000000000001,0.22960999999999998,0.36125999999999997,-0.10409000000000002,-0.13171,-0.077211,0.063624,-0.25947,-0.21900999999999998,0.16910999999999998,6.9261,6.9786,6.6874,6.9043,6.9699,6.893,6.9418,6.9861,6.9913,7.0199,6.8886,7.0461,6.9213,6.9105,6.9861,7.0474
