Max_1,Max_2,Max_3,Max_4,Max_5,Max_6,Max_7,Max_8,Max_9,Max_10,Max_11,Max_12,Max_13,Max_14,Max_15,Max_16,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7,Time_8,Time_9,Time_10,Time_11,Time_12,Time_13,Time_14,Time_15,Time_16,Min_1,Min_2,Min_3,Min_4,Min_5,Min_6,Min_7,Min_8,Min_9,Min_10,Min_11,Min_12,Min_13,Min_14,Min_15,Min_16,RMS_1,RMS_2,RMS_3,RMS_4,RMS_5,RMS_6,RMS_7,RMS_8,RMS_9,RMS_10,RMS_11,RMS_12,RMS_13,RMS_14,RMS_15,RMS_16,Kurtosis_1,Kurtosis_2,Kurtosis_3,Kurtosis_4,Kurtosis_5,Kurtosis_6,Kurtosis_7,Kurtosis_8,Kurtosis_9,Kurtosis_10,Kurtosis_11,Kurtosis_12,Kurtosis_13,Kurtosis_14,Kurtosis_15,Kurtosis_16,Skew_1,Skew_2,Skew_3,Skew_4,Skew_5,Skew_6,Skew_7,Skew_8,Skew_9,Skew_10,Skew_11,Skew_12,Skew_13,Skew_14,Skew_15,Skew_16,Entropy_1,Entropy_2,Entropy_3,Entropy_4,Entropy_5,Entropy_6,Entropy_7,Entropy_8,Entropy_9,Entropy_10,Entropy_11,Entropy_12,Entropy_13,Entropy_14,Entropy_15,Entropy_16
9.3944,12.664000000000001,9.7301,9.4567,6.4776,7.4092,8.8387,10.324000000000002,10.066,8.4412,9.5615,7.1669,9.337,8.9855,6.5585,8.6528,139,58,60,193,35,188,51,27,171,189,63,61,63,30,8,61,-8.335,-8.7894,-6.8251,-8.3999,-6.9011,-8.7361,-9.6312,-10.302,-10.065,-8.2141,-10.292,-8.889,-8.4123,-8.4726,-9.5847,-13.205,3.0544,3.3677,2.9545,3.2142,2.9834,3.2989,3.2891,3.0818,3.2546,3.41,3.0923,3.1949,3.5122,3.1246,2.8843,3.3101,3.2557,3.7371,3.4566,2.8951,2.412,2.6117,2.6173,3.5488,3.2699,2.4946,3.5598,2.4348,2.772,2.9373,2.9913,3.7507,0.09148200000000001,0.29667,0.27221999999999996,0.086405,-0.068762,0.08530900000000001,0.010324,-0.11905999999999999,0.06897400000000001,0.044076,-0.14447000000000002,0.081861,0.034654000000000004,-0.033139999999999996,-0.2608,-0.23348000000000002,6.4903,6.496,6.5364,6.5588,6.8005,6.6509,6.5423,6.4418,6.5553,6.7025,6.4185,6.7005,6.6448,6.5521,6.496,6.3363
9.4614,6.5817,7.6929,9.3268,9.0098,9.3603,7.9457,9.6002,7.7717,8.5679,8.2381,9.8802,6.7323,9.2415,8.0281,8.2493,59,33,183,51,139,12,171,59,73,69,24,167,199,63,73,103,-7.1596,-6.7973,-7.0751,-7.6732,-7.2057,-8.8257,-10.144,-8.3003,-9.5232,-8.8851,-6.727,-8.2916,-8.1614,-7.3038,-7.2377,-9.1226,3.0384,3.0236,3.1689999999999996,3.0526,3.0401,3.0891,3.0586,3.0599,3.1265,3.095,3.2029,3.0454,3.2183,3.1391,2.9437,3.4164,3.0274,2.5218,2.4255,3.0616,2.7867,3.2339,3.1711,2.8169999999999997,3.2344,3.2026,2.5166,3.1275,2.6292,2.7941,2.8999,2.7961,0.059276999999999996,0.12483,-0.046711,-0.038606,-0.124,0.23298000000000002,-0.27048,0.023379,-0.28071999999999997,-0.20926999999999998,0.07801,0.15273,-0.0080819,0.14962,-0.039289,-0.018279,6.5693,6.7605,6.7387,6.5582,6.5784,6.4631,6.4416,6.5074,6.6074,6.4337,6.7116,6.4149,6.6721,6.5642,6.5888,6.5916
8.6096,8.4839,8.3829,8.3328,9.125,10.957,8.8905,6.7698,8.4188,6.9442,7.5447,8.8571,10.072000000000001,7.1804,7.7169,8.5014,59,58,3,144,59,132,167,44,106,135,124,168,146,178,59,174,-8.2853,-8.3619,-5.2437,-8.6773,-10.13,-8.3037,-7.9905,-8.9395,-12.2,-6.9503,-7.4471,-8.0257,-12.505999999999998,-7.9617,-8.4777,-10.369000000000002,3.4087,3.3492,2.7687,3.23,3.2687,3.3278,3.2326,2.9242,3.4316,3.1009,3.1112,3.1892,3.4051,3.1518,3.2248,3.3849,2.6141,2.536,2.7902,2.7585,3.4343,3.2465,2.9256,2.9446,3.5685,2.4104,2.7918,3.0362,3.2797,2.4044,2.5498,3.1405,-0.040802,0.20231,0.25438,0.099476,0.0083636,0.22596999999999998,-0.07646599999999999,-0.26855,-0.36121,0.025211,0.044217,0.071448,0.053203,-0.22948000000000002,-0.066015,-0.22048,6.6928,6.6436,6.6533,6.5369,6.5134,6.4635,6.5192,6.6406,6.6067,6.7654,6.6143,6.5974,6.4162,6.7743,6.6316,6.5704
8.9717,8.8747,6.7511,9.198,8.3573,9.2597,8.2775,8.5404,9.0148,8.5627,9.4717,7.5238,6.517,8.7265,7.7038,9.6139,57,176,86,155,58,123,103,119,142,66,72,143,40,68,67,189,-6.8173,-9.0411,-8.4515,-7.9254,-9.7041,-8.6502,-7.8731,-12.068,-6.9746,-7.7535,-8.0855,-8.4695,-9.9639,-8.4834,-7.6407,-7.9449,2.9784,3.528,2.7825,2.9417,3.3222,3.3729,3.1537,3.3824,3.0416,3.0811,3.2001,3.2151,2.9554,3.4543,3.4131,3.267,2.7344,2.8978,3.0889,3.304,2.5564,2.7709,2.5099,3.6333,2.7713,2.8649,2.8272,2.5868,2.9903,2.5315,2.309,2.886,0.15597,0.024950999999999997,-0.15747,0.14858,-0.022347,0.18792999999999999,0.16575,-0.21065,0.041556,-0.21768,0.21669000000000002,-0.057279,-0.31775,0.011128,0.14837,0.11254000000000002,6.6921,6.7348,6.6279,6.6116,6.6992,6.4884,6.6041,6.4855,6.6411,6.4955,6.4991,6.6259,6.5636,6.6,6.8643,6.5949
7.5149,7.0174,10.036,10.409,9.2606,10.12,8.3536,8.1459,10.408,8.5498,8.0662,8.5446,9.6237,7.5431,8.0982,7.1954,30,43,157,109,87,138,58,182,125,148,189,99,93,101,63,89,-7.8071,-6.9993,-8.2497,-7.54,-7.7882,-8.3879,-8.976,-7.9013,-10.589,-10.037,-9.7656,-8.3678,-11.853,-9.4075,-9.0677,-9.5735,3.2395,3.0578,2.9488,3.1443,3.2559,2.9784,3.2106,3.4124,3.2016,3.0718,3.4255,3.3988,3.5211,3.359,3.3639,3.1069,2.7144,2.3602,3.826,3.1771,2.8604,4.0835,2.7977,2.6825,3.3988,3.221,2.8312,2.5912,3.3074,2.8222,2.699,2.8893,-0.042539999999999994,0.3531,0.3775,0.35700000000000004,-0.14827,0.26552,-0.13925,0.050532,0.12924000000000002,0.040763,0.052683,0.10958,-0.18359,-0.165,-0.04509,-0.19762000000000002,6.6406,6.5873,6.4399,6.5265,6.6523,6.4044,6.4642,6.6892,6.3678,6.5023,6.6974,6.6641,6.537999999999999,6.6118,6.6548,6.6036
8.3901,7.6122,8.1803,8.1523,7.4463,10.965,7.9647,8.374,8.0347,7.7591,7.4893,7.6585,7.8873,8.7714,8.476,9.68,155,61,3,5,137,4,33,19,197,179,60,17,44,75,92,61,-8.7742,-7.2946,-8.3027,-8.0244,-8.4723,-8.445,-7.1370000000000005,-9.9292,-8.9008,-11.21,-7.9199,-7.7169,-9.9499,-8.4142,-8.3668,-7.2843,3.1572,2.9238,3.1283,3.0154,2.9431,3.2734,2.9392,3.0015,3.1511,3.1128,3.1449,3.1163,3.2760000000000002,3.1937,3.4065,2.8858,3.0325,2.8331,2.6562,3.1779,3.0203,3.2541,2.6183,3.0757,2.6806,3.5923,2.9212,2.6262,2.7743,3.0784,2.7178,3.2354,-0.19998,0.16688,0.14842,0.3548,-0.21818,0.16885,-0.10805,-0.045898,-0.11369000000000001,-0.30382,-0.26391,-0.12469000000000001,-0.29617,0.027549,0.030045999999999996,0.14090999999999998,6.5485,6.6336,6.7059,6.5987,6.65,6.4224,6.69,6.517,6.5288,6.5398,6.6093,6.683,6.5601,6.5431,6.6848,6.5218
9.0481,9.2757,8.4362,9.7039,6.4508,7.4979,8.4254,9.2356,8.7044,7.9962,8.687000000000001,7.7052,7.1913,8.471,9.9425,6.4254,87,138,200,171,49,33,149,125,34,108,187,46,4,147,40,175,-10.369000000000002,-6.8166,-8.2613,-9.0648,-7.8607,-9.7603,-9.8416,-9.4938,-8.0977,-8.9444,-7.8084,-8.6875,-7.5208,-7.3076,-7.2692,-8.0755,3.1249,2.9172,3.1432,3.0869,2.6673,3.1273,3.2586,3.3817,3.1844,3.0961,3.2163,2.9775,3.2351,2.8225,3.3673,3.1828,3.2327,3.3181,2.9134,3.2743,3.0543,2.8796,2.947,3.0957,2.4483,2.775,2.944,2.8484,2.4921,2.9141,2.654,2.5045,0.049374,0.35028000000000004,0.14927,-0.041149,-0.11490999999999998,-0.2084,-0.15482,-0.14903,-0.044223,-0.039341,0.24475,-0.11309000000000001,0.12597,0.14648,0.097607,-0.027072000000000002,6.4455,6.4978,6.5998,6.4274,6.643,6.6059,6.5123,6.5765,6.5903,6.6679,6.6374,6.6011,6.6516,6.5975,6.5698,6.7736
8.37,9.3437,8.9636,9.4502,7.9316,8.7401,9.7544,8.6909,9.2233,10.434000000000001,9.7081,7.0842,11.232000000000001,10.226,6.742000000000001,8.7702,170,78,88,36,117,10,59,157,197,182,3,66,28,67,180,174,-10.747,-10.123,-8.7136,-8.345,-9.3595,-10.624,-8.0649,-9.7691,-7.3809,-9.9192,-8.7921,-7.8979,-10.106,-8.468,-7.6466,-9.3734,3.1459,3.3859,3.2485,3.4271,3.2189,3.5042,3.2564,3.3969,2.9404,3.1017,3.4541,3.0699,3.4475,3.0752,3.0046,3.0627,3.4362,2.8929,3.0191,2.6544,3.009,2.938,2.5727,3.0772,2.8684,3.688,2.7518,2.5033,3.1112,3.4753,2.5751,3.3417,-0.079823,-0.10017000000000001,-0.084775,0.2005,-0.18425999999999998,-0.070576,0.08090800000000001,0.08556,0.0067085999999999995,0.16574,-0.037763,-0.098044,0.12673,0.31835,0.024322999999999997,-0.12287999999999999,6.5262,6.489,6.5946,6.5898,6.6449,6.4818,6.5972,6.4225,6.5836,6.4375,6.5565,6.6693,6.449,6.5143,6.7472,6.4711
10.177999999999999,9.4858,10.16,11.675999999999998,8.4001,7.0184,6.9782,8.3963,8.4271,8.1793,8.0083,10.123,7.9338,8.6339,7.6358,9.4249,172,26,59,143,116,144,58,99,141,23,154,185,61,148,172,73,-9.9956,-8.5055,-8.3813,-10.505999999999998,-8.9187,-10.948,-8.1083,-9.9525,-7.6370000000000005,-7.9921,-7.1837,-7.8401,-8.7444,-7.5474,-8.3003,-7.5297,3.4330000000000003,3.2672,3.1863,3.2773,3.1903,3.2558,3.24,3.2832,3.1067,3.1612,3.0127,3.1493,3.2235,2.9529,3.1718,3.215,2.9627,3.2459,3.0742,3.5873,2.8447,2.9946,2.4608,3.2115,2.7028,2.8685,2.8368,3.3231,2.8524,3.0507,2.5618,2.7481,0.13599,0.23842,-0.0032709,0.34513,-0.29135,-0.27309,-0.12211,-0.13955,-0.11183,-0.14273,-0.039707,0.33441,0.052596000000000004,0.055688999999999995,0.16108,0.19322,6.5474,6.5925,6.5147,6.4465,6.5016,6.4714,6.7397,6.6192,6.6411,6.6113,6.6286,6.5537,6.6038,6.5933,6.7011,6.6249
6.4543,9.2286,6.9106,7.7748,8.2506,8.42,7.2908,7.4582,8.117,8.332,8.1318,8.6444,9.6656,9.1754,8.3738,9.029,16,57,59,193,60,17,133,23,171,150,155,181,62,2,195,63,-7.2627,-8.6171,-8.173,-8.4887,-8.0474,-11.197000000000001,-7.7797,-7.4328,-7.434,-9.6433,-7.8035,-8.8346,-6.5387,-8.8796,-6.581,-10.540999999999999,2.8498,3.2358,3.0980000000000003,3.088,2.9271,3.1816,3.1409,3.2008,3.0511,3.1736,3.1786,3.2113,2.8923,3.0639,3.1263,3.1803,2.5722,3.11,2.9214,2.7977,3.2382,2.9955,2.5581,2.2662,2.8734,2.8263,2.8075,2.832,2.7474,3.3837,2.5183,3.4189,-0.018104,0.23539000000000002,-0.35591999999999996,-0.05126699999999999,-0.2294,-0.066902,0.025301,0.021863999999999998,-0.10239,-0.058339999999999996,0.11732999999999999,-0.013332,0.086088,0.08911799999999999,0.022484999999999998,-0.16815,6.7541,6.4665,6.6614,6.5992,6.5983,6.4688,6.6906,6.742000000000001,6.5738,6.4532,6.6559,6.6162,6.6535,6.5752,6.6926,6.4474
